,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
2357,cierta,kenny x17,a fan account full of love & support for highest paid supermodel and aspiring businesswoman @KendallJenner 🤍,False,2022-04-17 16:24:49,@blessedjenners happy birthdaaaay!! 🤍,,Twitter for Android,blessedjenners happy birthdaaaay
2358,bitterandstout 🏴󠁧󠁢󠁥󠁮󠁧󠁿,,"#COYG FPL: 2x ≤10k, 1 ≤20k 2x 20k ⚽ gifs & Occasional FPL DatViz 👇
https://t.co/jemSBLo7RF…",False,2022-04-17 16:24:49,"@joecoga1 @FPLMarcin @fplhanna @Clem_Bobby82 @FPLupthetoffees Makes one excited about Thursday, am I right? https://t.co/0DM31YSAlL",,Twitter Web App,joecoga1 FPLMarcin fplhanna Clem_Bobby82 FPLupthetoffees Makes excited Thursday right http //t.co/0DM31YSAlL
2359,Lisa,,,False,2022-04-17 16:24:49,"@joecoga1 @FPLMarcin @fplhanna @Clem_Bobby82 @FPLupthetoffees Makes one excited about Thursday, am I right? https://t.co/0DM31YSAlL",,Twitter Web App,joecoga1 FPLMarcin fplhanna Clem_Bobby82 FPLupthetoffees Makes excited Thursday right http //t.co/0DM31YSAlL
2360,Frank Karimba,EU,🇪🇺🇪🇺🇦🇺🇮🇹🇪🇺🇪🇺,False,2022-04-17 16:24:49,"@grantshapps At the same time justifying sending children and innocent people to #Rwanda.

How to faced and #hypocritical can you be?

Can you sink any lower?",['Rwanda'],Twitter Web App,grantshapps time justifying sending child innocent people Rwanda faced hypocritical sink lower
2361,Mikepatt27,"Oregon, USA🇺🇸",smiles are contagious and cilantro is horrible! life isnt fair so buck up and stop whining.,False,2022-04-17 16:24:49,@VoiceoftheDucks Indeed,,Twitter for iPhone,VoiceoftheDucks Indeed
2362,zep • ia,she / her ,fa/ca,False,2022-04-17 16:24:49,@_100_hyun__ night..,,Twitter for Android,_100_hyun__ night..
2363,🇸🇴Eberle🇬🇧,not the san antonio valley :(,"texan, goat farmer, aspiring rancher,
unread deontological rothbardian,
cultural nationalist, pro life, pro division,
crypto-currency skeptic, ACAB.",False,2022-04-17 16:24:49,"@ObamaGarak idk. but, on the whole, the party opposed removing freight tarrifs on the south.",,Twitter Web App,ObamaGarak whole party opposed removing freight tarrifs south
2364,average SU-47 enjoyer,"Cinigrad, Yuktobania",yuh,False,2022-04-17 16:24:49,@naufaldreamer He better see this,,Twitter for Android,naufaldreamer better
2365,Johnathon Smith,,"Professional Gunslinger.
(NSFW GTFO.)
(Not associated with bethesda or obsidian.)
RP/funnies account.
(Main account is @gfruler)",False,2022-04-17 16:24:49,@Clonesbloodlust Can't wait to blow them up.,,Twitter Web App,Clonesbloodlust wait blow
2366,The42.ie,Ireland,"Great sports journalism for today's fan. For loads of extra podcasts, newsletters, discounts and to support us, join the club at https://t.co/KHWNJdOoMg.",True,2022-04-17 16:24:49,The race is race known as ‘the Queen of the Classics’ because of its extreme length and difficulty. https://t.co/l2jkfjzROm,,TweetDeck,race race known Queen Classics extreme length difficulty http //t.co/l2jkfjzROm
2367,Evalynesque,,"Queer, anarkiddie, knees constantly hurt, get off my lawn. Back on this hellsite for the best of the worst takes, main characters, etc",False,2022-04-17 16:24:49,"@leebbee If you've managed to reach the magic school, you can redo your character if you want to try a different build without fully restarting",,Twitter Web App,leebbee managed reach magic school redo character want different build without fully restarting
2368,dior ! ? ★ 04.4/10.2,he star 16 ccbyf,☆VING FOR #ALBEDO ˚‧₊ ᨦ dni in recovery,False,2022-04-17 16:24:49,@recordbmi @caloritto the starving is rly getting to ur brain https://t.co/SU6pJqyDnM,,Twitter for iPhone,recordbmi caloritto starving getting brain http //t.co/SU6pJqyDnM
2369,👁,,"The end of times is nigh.

Ran by amlite",False,2022-04-17 16:24:49,"It's funny, you know. No matter how rich you get, shit goes wrong. You can't insulate yourself from it. I used to think it was death and taxes you couldn't avoid, but it's actually death and shit.",,"Cheap Bots, Done Quick!",funny know matter rich shit go wrong insulate used think death tax could avoid actually death shit
2370,Rohan S M Fernando 🇱🇰,Sri Lanka /The UAE/Nigeria.,"Single Malt fan,  whisky  key makes a world of difference
dont like people who drown their single malt with  with Coke.",False,2022-04-17 16:24:49,"@AkilaSilva8 She may be good-looking, but it's her toxic mentality that's the problem.",,Twitter Web App,AkilaSilva8 good-looking toxic mentality problem
2371,Dakota✌❤😁,"Orlando, FL","Twitch Affiliate, Team Admin for @CozyCluster. ✨he/him✨
🤘 ADHD 🤘 https://t.co/K6WLQcEICr 🤝 Collab 🤝: campdakotabiz@gmail.com",False,2022-04-17 16:24:49,Left my Animal Crossing Switch over night like this and it's fully charged. 😆 https://t.co/FK2V2kwrTY,,Twitter for Android,Left Animal Crossing Switch night like fully charged http //t.co/FK2V2kwrTY
2372,AngelWarrior1776🍊,Zion,God's Battle Axe and Weapon of War!,False,2022-04-17 16:24:49,@Matthewshoes2 Watch out for the RINOS,,Twitter Web App,Matthewshoes2 Watch RINOS
2373,j̵i̶n̴x̵y̵ ⚔️,Canada 🇨🇦,"Self-expression, cyber, tech & fantasy ✟ ♡ | @Twitch Partner | https://t.co/Y2lgl5c8CS",False,2022-04-17 16:24:49,I think memes about dying are my favourite,,Twitter for iPhone,think meme dying favourite
2374,Little Caesars Pizza,United States,"We’re Not Big Pizza, We’re Little Caesars",True,2022-04-17 16:24:49,Sounds like an alternative fact... https://t.co/6yD4JTgrGf,,Twitter Web App,Sounds like alternative fact http //t.co/6yD4JTgrGf
2375,K.H.A.L.I.F.A.H🧢,"Kano, Nigeria",THE OPTIMIST!♈. @theweeknd,False,2022-04-17 16:24:49,@_____Imran____ @adamugarba Are you okay 🙄,,Twitter for iPhone,_____Imran____ adamugarba okay
2376,AFH,,The Best In Hip-Hop,False,2022-04-17 16:24:49,Forge Your Own Chains type afternoon cc @nowagain,,Twitter for iPhone,Forge Your Chains type afternoon nowagain
2377,CryptoApe,,"Aping hard left and right. Initially an Ape, with interest in crypto since 2016",False,2022-04-17 16:24:49,@ryanmcbay @chikn_nft The stratocaster ❤️❤️,,Twitter for iPhone,ryanmcbay chikn_nft stratocaster ❤️❤️
2378,🌹,Rhode Island ,unbothered.,False,2022-04-17 16:24:49,I’m actually hilarious,,Twitter for iPhone,actually hilarious
2379,𝕭𝖎𝖌 𝕸𝖆𝖈.𓃵,"King Williams Town, South Afri",🇿🇦/🇿🇼@ManUTD❤@FCBarcelona | I love bunda🥂| #DS4,False,2022-04-17 16:24:49,"@ditebogomailula you do realize that Crystal Palace are gon knock you out, right?🤣🤣😭",,Twitter for Android,ditebogomailula realize Crystal Palace knock right
2380,In-Stock-Alerts-US,USA,"US-Tweet drops RTX 30, AMD CPU/GPU,PS5/XBOX link.
As an Amazon Associate I earn from qualifying purchases. #RTX3000 #AMD #PS5 #XBOX",False,2022-04-17 16:24:49,"🚨[US] corsair ddr5 ddr5  (New) for 💵$259.99🚨[https://t.co/DbEZ6ODisV]

🛒ATC: https://t.co/qZxVwRmvHR 
🔗Link: https://t.co/jxr1medJeD 
#ddr5 #ad ⏱️Apr 17, 12:24 PM ET 
As an Amazon Associate I earn from qualifying purchases. https://t.co/Ma0augKZhE",,DataLoverBot,corsair ddr5 ddr5 259.99🚨 http //t.co/DbEZ6ODisV 🛒ATC http //t.co/qZxVwRmvHR 🔗Link http //t.co/jxr1medJeD ddr5 ⏱️Apr 12:24 Amazon Associate earn qualifying purchase http //t.co/Ma0augKZhE
2381,~HeadOfState~,,"Author of ~Blood & Country~ Founder of FHEM, Serial Entrepreneur, up coming FilmMaker... I help to fight depression.",False,2022-04-17 16:24:49,@FedixM @taz_devl Go read ur history. Africa the first civilation were masters in slave business. Ethiopia &amp; Egypt traded slaves of all color. when d white slave masters came they partnered with the black kings to trade slaves. Besides who told you the white preachers didnt preach against slavery?,,Twitter for Android,FedixM taz_devl read history Africa first civilation master slave business Ethiopia Egypt traded slave color white slave master came partnered black king trade slave Besides told white preacher didnt preach slavery
2382,ducky,Thailand,"I'm a Thai artist. A hand-drawn 1/1 Damons, Monsters and more. Now @mythprojectth Main Artist",False,2022-04-17 16:24:49,Don’t miss 🐶 https://t.co/iRF2TVMVOX,,Twitter for iPad,miss http //t.co/iRF2TVMVOX
2383,MedicalQuack,"Orange County, CA","Health Care IT Consultant and Blogger,Discussing PHR, EHR, Health Technology, And Ducks",False,2022-04-17 16:24:49,"Centene Is Said to Have Drawn Takeover Interest From Cigna https://t.co/coBUOicAaz Who's the holder on the default credit swap on the $750 Cigna loaned to loser Bright Health Start Up to Sell endeavor? Centene just bought Magellan Health, w/problems galore in CA as new state PBM",,TwInbox,Centene Said Have Drawn Takeover Interest From Cigna http //t.co/coBUOicAaz holder default credit swap Cigna loaned loser Bright Health Start Sell endeavor Centene bought Magellan Health w/problems galore state
2384,Divyansha Dongre,She/Her,Staff Writer @RollingStoneIn | Fandoms & music marketing connoisseur | My tweets come with an extra serving of typos 🥴| India 🔄 Kenya,False,2022-04-17 16:24:49,Crying 🥲👍🏼 https://t.co/2eBxvHzMpq,,Twitter for Android,Crying http //t.co/2eBxvHzMpq
2385,Manal 💚,,Neo got my back💚💚 Pink-blooded💗,False,2022-04-17 16:24:49,I’m so happy for Minzy 😭😭😭❤️‍🩹❤️‍🩹 https://t.co/wLdUqLMCrV,,Twitter for iPhone,happy Minzy 😭😭😭❤️‍🩹❤️‍🩹 http //t.co/wLdUqLMCrV
2386,micah (slowcore enjoyer),HTX,"there’s no end. | i’m the guy who sent those “Borat 2 tonite 👀” texts | 22 | he/they | TAMU Class of 2021 | Mostly tweets about games, politics, and music.",False,2022-04-17 16:24:49,Happy Easter!!,,Twitter for iPhone,Happy Easter
2387,bella⁷,magic shop˘͈ᵕ˘͈,"➭what r u looking for?
➭crying over @BTS_twt is my daily routine
➭#남준 : i may not know love, but i know snack",False,2022-04-17 16:24:49,"i was there, omg feels nostalgic 🤯 https://t.co/OLdg4LhgRp",,Twitter for Android,feel nostalgic http //t.co/OLdg4LhgRp
2388,gail | ❖,,"sometimes, even to live is an act of courage|| she/her||",False,2022-04-17 16:24:49,@absencebyul Same here,,Twitter for Android,absencebyul Same
2389,Anxious medico,"New Delhi, India",Intern । A proud Hardonian । Trying to overcome the fear of judgement । Bihari । I tweet what I feel । Active since Nov 2020 ।,False,2022-04-17 16:24:49,@Akshit_99_ Yes...but slightly less than us :),,Twitter for Android,Akshit_99_ slightly le
2390,Sherieen,,"12:86

#teamlh44 & sporadic thoughts |
93' baby | 🇬🇧",False,2022-04-17 16:24:49,@Shari_XNDAPG Me too sis me too!,,Twitter for Android,Shari_XNDAPG
2391,Barbara B Fest,"Charlotte,NC",trying to bring down a little heaven to earth. Loving our Lord and Savior Jesus Christ,False,2022-04-17 16:24:49,"@ShannonBream He is risen indeed!
I miss Israel too. Was there in 2015 after my Bob passed.",,Twitter for Android,ShannonBream risen indeed miss Israel 2015 passed
2392,D7A Acro,60 ping,Player For @FutureDivisions  | Lead @EqueseSports | Business Inquiries @Evox7x,False,2022-04-17 16:24:49,@fliqrfn @tolfn @slushifn @jojiFN @AydenWrld @biliiwtf mhm fr? https://t.co/LZA3oa2Xyi,,Twitter Web App,fliqrfn tolfn slushifn jojiFN AydenWrld biliiwtf http //t.co/LZA3oa2Xyi
2393,l amRageShea,Thousand,What do you call an elf who sings? A Wrapper.,False,2022-04-17 16:24:49,"God is a girl,Whatever you say,Do you believe it can you recieve it,God is a girl,However you live,just do it #GHC #GHCArmy #GalaxyHeroesCoin!24",['GHC'],Twitter Web App,girl Whatever believe recieve girl However live GHCArmy GalaxyHeroesCoin
2394,J,"Western Visayas, Republic of t","still, be grateful 🖤",False,2022-04-17 16:24:49,"Unfulfilled times
Feeling empty sometimes",,Twitter for Android,Unfulfilled time Feeling empty sometimes
2395,nexxters,,no to bbw || #lenikiko,False,2022-04-17 16:24:49,"@putozeko again, no name no chismis🥰",,Twitter for iPhone,putozeko name chismis🥰
2396,khiaa,"she!¡her, leo, minor",flaming hot cheetos,False,2022-04-17 16:24:49,i regret helping u,,Twitter for Android,regret helping
2397,Dangelo Derek,,,False,2022-04-17 16:24:49,@aussieinvictus @InvictusGamesNL want they https://t.co/U8sySoaPzZ,,Twitter Web App,aussieinvictus InvictusGamesNL want http //t.co/U8sySoaPzZ
2398,Corkscrew.eth,,Twitter nerd. Troublemaker. Total pop culture advocate. Student. Analyst. Tv guru. Coffee maven.,False,2022-04-17 16:24:49,@f_rsn check this out @crypto_execute @juangarza9358 @mattholt @DoomerVerse @ItsGeekSwagger @LivelyCatsNFT @chinasaurus_rex @doodoosxyz @FedzKissBulletz @MichaelMG966 @PlanetPicture93 @sunyacollective @xa80089896,,Twitter Web App,f_rsn check crypto_execute juangarza9358 mattholt DoomerVerse ItsGeekSwagger LivelyCatsNFT chinasaurus_rex doodoosxyz FedzKissBulletz MichaelMG966 PlanetPicture93 sunyacollective xa80089896
2399,Connor,,"Hey Dude, that internet these days is so dope man. School sucks man. You can just go on the stinkin internet.",False,2022-04-17 16:24:49,@Danejoris @ESPNNBA @statmuse Can't 😔 https://t.co/5gcPdS5Msg,,Twitter Web App,Danejoris ESPNNBA statmuse http //t.co/5gcPdS5Msg
2400,LegendsUntold,,"The stories you heard are all wrong.

https://t.co/qtoTRIhbXa",False,2022-04-17 16:24:49,"@kylegriffin1 Are these generals committing suicide-by-war? Maybe they don't believe in this war but they know they can't desert, so the only way out they see is to be killed in combat?",,Twitter Web App,kylegriffin1 general committing suicide-by-war Maybe believe know desert killed combat
2401,It’s Benzz,,VERY DISRESPECTFUL TREAD LIGHTLY,False,2022-04-17 16:24:49,@YIKESMIMII Right thru me,,Twitter for iPhone,YIKESMIMII Right thru
2402,z ★,she her ,——𓏸ⴰ𖧷 ۫ for ggs and bts,False,2022-04-17 16:24:49,another bts ggs followed me https://t.co/uaOXULXS4q,,Twitter for iPhone,another followed http //t.co/uaOXULXS4q
2403,Jenny Murphy,North Wales,"Optimist, MH campaigner & NE Wales Mind CEO with CFS/ME. Passionate about social justice.  Otherwise singer, gardener and daxie mum. All views my own.",False,2022-04-17 16:24:49,"@jill_d35 @DuthieAlyne @croca818 @recover2renew @juliet_payne70 Yes, and also, I’m not sure why David thinks it will take 20 years off his life. Is that right?",,Twitter for iPhone,jill_d35 DuthieAlyne croca818 recover2renew juliet_payne70 also sure David think take year life right
2404,genilexee 🅿️,somewhere on earth ,physiologist 💡• ideologist •,False,2022-04-17 16:24:49,@yesiamomoremi @BabygirlLumi Where you dey see money?,,Twitter for iPhone,yesiamomoremi BabygirlLumi Where money
2405,maria lindqvist,,https://t.co/ipXlkMXSwv,False,2022-04-17 16:24:49,zink https://t.co/9QdgmNJ7rN via @YouTube  zink it baby!,,Twitter Web App,zink http //t.co/9QdgmNJ7rN YouTube zink baby
2406,Megan Lynch,"University Farm, Davis, CA","Disabled. Masters student Hort & Ag, UC Davis. Carob, almond bud development. Founder @AccessUC She/her #SpotTheAccessibilityFail #BikeParkingAudit",False,2022-04-17 16:24:49,@Cathrinmachin Would be great to use that color on solar ovens.,,Twitter for iPad,Cathrinmachin Would great color solar oven
2407,shunki 🐣,he  him / heavy curser,". . . #선키❔ — #훈키❕. . .

                     #Always_Together.
︎ ︎ ︎ ︎︎︎ ︎ ︎ ︎︎︎ ︎ ︎ ︎︎

🍜:@ramyeonzspamm",False,2022-04-17 16:24:49,nah im freezing here https://t.co/OInBoN6Hcz,,Twitter for Android,freezing http //t.co/OInBoN6Hcz
2408,Tell_Sackett... Conn Conagher, Distant Early Warning Line,“She made broken look beautiful and strong look invincible. She walked with the universe on her shoulders and made it look like a pair of wings.”  Ariana Dancu,False,2022-04-17 16:24:49,@classic_film It seems to me that Hitchcock used some phobias that he has had. I wonder if he had something happen to him with birds when he was younger?,,Twitter for Android,classic_film seems Hitchcock used phobia wonder something happen bird younger
2409,Andeh 🌻 || 😇🐄,he/him | 22 | bi🏳️‍🌈,MS47🤍 SV5💚 YT22 CL16 AA23 PG10 KM20 ZG24 | Also some dog content! | priv: @andehbutsecret | https://t.co/RGIieftOLS,False,2022-04-17 16:24:49,@ABC_Bridgerton I’ll check them out!,,Twitter for iPhone,ABC_Bridgerton check
2410,D-Boy,,TMC 🏁🏁,False,2022-04-17 16:24:49,"“We want you to shoot” - Joel “That’s fine, a LOT of teams have died on that hill” - Draymond🤷‍♂️🤷‍♂️🤷‍♂️ https://t.co/GRHnLSXNel",,Twitter for iPhone,want shoot Joel That fine team died hill Draymond🤷‍♂️🤷‍♂️🤷‍♂️ http //t.co/GRHnLSXNel
2411,M!CK's MiX RADiO,"Dallas, TX","TuneIn: https://t.co/HS5rtQKl8p
Google: https://t.co/z8Ig1PDpKF",False,2022-04-17 16:24:49,Animal — Neon Trees https://t.co/kRQNyJpEqb,,Radiologik DJ,Animal Neon Trees http //t.co/kRQNyJpEqb
